ID,Name,LinkedIn URL,Locations,Location Phones,HQ Location,HQ Location Phones,Technologies,Industries,SIC,ISIC,NAICS,Company type,Website,Domain,Headcount,Company description,Revenue,Company Event 1,Company Event 2,Company Event 3,Company Event 4,Company Event 5,Company Event 6,Company Event 7,Company Event 8,Company Event 9,Company Event 10
"45f51476-f65b-31d3-bd05-3a43e5d80e18","Groupe Pierre & Vacances-Center Parcs","https://www.linkedin.com/company/groupepvcp","[France, Île-de-france, Paris, 11 Rue De Cambrai, 75947]","+33158215821","France, Île-de-france, Paris, 11 Rue De Cambrai, 75947","+33158215821","prix, Jenkins, Google Analytics, Microsoft, ASSET, Google Ads, MySQL, Redmine, Placer, Excel, VBA, PrestaShop, Pertinent, GDPR, Machine Learning, ECC, Montage, Tag Manager, Trello, Linux, Telecom, Ecommerce, PHP, Symfony, Vimeo, Bing, Microsoft 365, Groupe, React, SAP ECC, HTML5, XML, Sourcing, VUE, Angular, Chatbot, Tableau, Systeme, Yield, Talend, Tout, Benchmark, Kanban, Accengage, Java, Citrix, Teamleader, SQL Server, Information Systems, Retargeting, Hiver, Adobe, Office 365, Encore, Talentsoft, Regularization, Events Manager, InDesign, Insights, CSS3, Web Services, Oracle, Photoshop, SAP, Instagram, AB Tasty, HTML, SQL, Google Cloud, DSI, phpMyAdmin, Square, Facebook, Vision, SEO, PureCloud, CSR, Google, R, Botify, ADP, HRIS","Hospitality, Leisure, Travel & Tourism","	7011, 79, 70, 84","	799, 5510, i, 791, 79, 7990, r, 55, 551","	71, 561591, 561599, 721120, 72111, 7211, 72, 721, 56159, 72112, 721110, 5615","Public Company","www.groupepvcp.com","groupepvcp.com","13000","Leader européen du tourisme de proximité, le Groupe Pierre & Vacances-Center Parcs développe et gère – depuis plus de 50 ans – des concepts de vacances et de loisirs innovants dans le respect de l’environnement. Son business model repose sur deux métiers complémentaires : l’immobilier et le tourisme. Ses marques à forte notoriété - Pierre & Vacances, Center Parcs, Sunparks, Aparthotels Adagio®, maeva.com - proposent des expériences dans 280 destinations en Europe, à la mer, à la montagne, à la campagne ou au cœur des villes.   Chez Pierre & Vacances-Center Parcs nous sommes 12 000 entrepreneurs responsables et nous avons la conviction que cultiver le vivre-ensemble n’est pas qu’un concept mais un leitmotiv pour offrir à plus de 8 millions de vacanciers, des instants de partage et convivialité, en famille ou entre amis, à la découverte des plus belles régions européennes !   Découvrez les belles histoires que nous écrivons jour après jour, suivez toutes nos actualités et participez aux coulisses de l’aventure aux côtés de la #PVCPTeam !     Pour mieux nous connaître, visitez notre site www.groupepvcp.com et suivez-nous sur Twitter @GroupePVCP","2035390255","Company Hiring Event. Company Groupe Pierre & Vacances - Center Parcs announced on 2024-06-22 that they will be hiring Contrôleur de gestion corporate h/f in their  department in France. URL:https://www.hellowork.com/fr-fr/emplois/52391764.html.","Company Hiring Event. Company Groupe Pierre & Vacances - Center Parcs announced on 2024-07-08 that they will be hiring Campaign manager h/f in their  department in France. URL:https://www.simplyhired.fr/job/QuY-uumztyByk-nC7XO8MlFdv6OgGeqZtc1wMAq2QNsljN9BxfWRew.","Company Hiring Event. Company Groupe Pierre & Vacances - Center Parcs announced on 2024-06-30 that they will be hiring Comptable copropriété sogire h/f in their  department in France. URL:https://www.hellowork.com/fr-fr/emplois/52697575.html.","Company Hiring Event. Company Groupe Pierre & Vacances - Center Parcs announced on 2024-04-02 that they will be hiring Auditeur des systmes dinformation in their  department in France. URL:https://www.simplyhired.fr/job/BZ0w8HG5yVamKENQIL12XTqtKoht5BfHFoAzjc9MUWg0JMK5qzcqJw.","Company Hiring Event. Company Groupe Pierre & Vacances - Center Parcs announced on 2024-01-19 that they will be hiring Early Years Teachers in their  department in Belgium. URL:https://be.talent.com/view?id=db634c6459e3.","Company Hiring Event. Company Groupe Pierre & Vacances - Center Parcs announced on 2024-01-23 that they will be hiring Massage Therapists in their  department in Netherlands. URL:https://nl.indeed.com/viewjob?jk=4d79b8df4ec00fca.","Company Hiring Event. Company Groupe Pierre & Vacances - Center Parcs announced on 2024-01-19 that they will be hiring Chiropractors in their  department in France. URL:https://fr.indeed.com/viewjob?jk=689e240ea2c0bbd4.","Company Hiring Event. Company Groupe Pierre & Vacances - Center Parcs announced on 2024-01-19 that they will be hiring Service Technicians in their Customer department in France. URL:https://fr.indeed.com/viewjob?jk=9f4aa139de750a7d.","Company Hiring Event. Company Groupe Pierre & Vacances - Center Parcs announced on 2024-01-17 that they will be hiring Assessors in their  department in France. URL:https://fr.indeed.com/viewjob?jk=84d842b72b872303.","Company Hiring Event. Company Groupe Pierre & Vacances - Center Parcs announced on 2024-01-15 that they will be hiring Team Members in their  department in Belgium. URL:https://be.indeed.com/viewjob?jk=cef84bf883df38d8."
"21d53a24-1fb1-39b0-b259-acada8a4b384","Miléade","https://www.linkedin.com/company/mileade","[France, Auvergne-rhône-alpes, Valence, 42 Avenue Des Langories, 26000], [France, Auvergne-rhône-alpes, Brioude, 5 Avenue Victor Hugo, 43100]","","France, Auvergne-rhône-alpes, Brioude, 5 Avenue Victor Hugo, 43100","","Groupe, Sourcing, Facebook Pixel, Efficy, Google Analytics Enhanced Ecommerce, Cadre","Restaurants, Hospitality","	7011, 70, 70, 58","	5629, 5510, 562, 5621, 56, 55, i, 551, i","	722320, 722330, 72112, 7211, 721110, 722310, 72, 721, 72111, 721120, 72233, 72232, 72, 722, 72231, 7223","Privately Held","www.mileade.com","mileade.com","547","Miléade is a dynamic company specializing in the hospitality and leisure sector, offering a range of seasonal employment opportunities across various roles, including animators, chefs, and maintenance staff. The company is dedicated to creating memorable experiences for guests by providing high-quality services in family-friendly environments. Miléade's mission revolves around fostering a vibrant atmosphere where both employees and guests can thrive, emphasizing teamwork and personal development. The company primarily serves families and individuals seeking enjoyable vacation experiences, partnering with various resorts and leisure facilities throughout France. With a focus on seasonal employment, Miléade attracts a diverse workforce, catering to the needs of both clients and employees in the hospitality industry.","147956202","Company Hiring Event. Company Miléade announced on 2023-10-07 that they will be hiring Miléade - responsable de bar h f in their  department in France. URL:https://ec.europa.eu/eures/eures-apps/searchengine/page/jv/id/MzY1NTkyNSA5.","Company Hiring Event. Company Miléade announced on 2023-09-06 that they will be hiring Responsable de bar h f in their  department in France. URL:https://www.hellowork.com/fr-fr/emplois/39797410.html.","Company Hiring Event. Company Miléade announced on 2023-09-08 that they will be hiring Chef de cuisine chapelle des bois h f in their  department in France. URL:https://fr.jobrapido.com/jobpreview/384774043?redirectTo=https%253A%252F%252Fcookorico.com%252Femploi-chef-de-cuisine-chapelle-des-bois-h-f-chapelle-des-bois-32278&l=viry&r=60&p=13.","Company Hiring Event. Company Miléade announced on 2023-09-15 that they will be hiring Animateur enfants - vacances toussaint h f in their  department in France. URL:https://www.hellowork.com/fr-fr/emplois/40165228.html.","Company Hiring Event. Company Miléade announced on 2023-09-12 that they will be hiring Animateur enfants - club junior h f in their  department in France. URL:https://www.simplyhired.fr/job/ogc7EGyewvaxrCzagQUpJudczpw1YZaZOBHkjrqB4RnoaiIJVUyZ9w?q=.","Company Hiring Event. Company Miléade announced on 2023-09-20 that they will be hiring Directeur village club montagne h f in their  department in France. URL:https://www.hellowork.com/fr-fr/emplois/40339637.html.","Company Hiring Event. Company Miléade announced on 2023-09-14 that they will be hiring Responsable bien-etre h/f in their  department in Switzerland. URL:https://eurojobs.com/france/job/361713024/responsable-bien-etre-h-f-la-lechere.html.","Company Hiring Event. Company Miléade announced on 2023-09-15 that they will be hiring Animateur petite enfance h f - vacances toussaint in their  department in France. URL:https://www.simplyhired.fr/job/SNoCsITlvyQH5NLRGC28wtjlVVZMYD66IZCFDX-aR3If867kMszIHA?q=.","Company Hiring Event. Company Miléade announced on 2023-09-21 that they will be hiring Miléade - animateur animatrice de club enfants h f in their  department in France. URL:https://ec.europa.eu/eures/eures-apps/searchengine/page/jv/id/MjU5MTIxNSA5.","Company Hiring Event. Company Miléade announced on 2023-09-08 that they will be hiring Chef de cuisine la plagne h f in their  department in France. URL:https://www.ouestfrance-emploi.com/offre-d-emploi/chef-de-cuisine-la-plagne-h-f-11637067/."
"c0ec4e94-c215-3a61-9fc5-eb36b3ce1f9c","Riviera Villages","https://www.linkedin.com/company/riviera-villages","[France, Provence-alpes-côte D'azur, Ramatuelle, 842 Route Des Tamaris, 83350], [France, Provence-alpes-côte D'azur, Grimaud, Résidence Les Jardins De La Mer Avenue De La Mer, 83310], [Bulgaria, Varna, Varna]","","France, Provence-alpes-côte D'azur, Grimaud, Résidence Les Jardins De La Mer Avenue De La Mer, 83310","","Google Font API, Google, Instagram, Cloudflare DNS, Groupe, Google Apps for Business, Riviera, PHP, Modernizr, MailChimp, Google Fonts API, Google Workspace, Consentmanager.net, Babel, HSTS, TrackJs, Onsen UI, Mailjet, Lightbox, Nginx, core-js, Facebook, Drupal, AddThis, Facebook Pixel, X-XSS-Protection, Swiper, X-Content-Type-Options, Varnish, PWA, jQuery, Goober, Element UI, reCAPTCHA, eZ Publish, Microsoft Advertising, Optimizely, Google Conversion Tracking, Google Analytics, Google Tag Manager","Hospitality, Leisure, Travel & Tourism","	79, 84, 7011, 70, 70","	7990, r, 5510, 799, 791, 55, i, 79, i, 551","	72, 721120, 71, 72112, 561591, 56159, 7211, 721110, 72111, 561599, 5615, 721, 72","Privately Held","www.riviera-villages.com","riviera-villages.com","139","Riviera Villages is a dynamic company specializing in the hospitality sector, focusing on optimizing revenue management for its establishments. With a mission to maximize occupancy rates and revenue while ensuring customer satisfaction, the company employs a dedicated team that monitors reservations, analyzes market trends, and implements strategic pricing practices. Riviera Villages collaborates closely with various departments, including marketing and communication, to enhance guest experiences and drive sales through targeted promotions. The company primarily serves clients in the tourism industry, leveraging advanced reservation software and data analysis to stay competitive in a rapidly evolving market. With a commitment to excellence and a keen understanding of the hospitality landscape, Riviera Villages aims to be a leader in revenue management solutions.","32164391","Company Hiring Event. Company Riviera Villages announced on 2024-01-11 that they will be hiring CNC Mill Machinists in their  department in France. URL:https://www.simplyhired.fr/job/1R-swRqSDyOYPTgjrfFio4zqF-IfKVBINBh_LXvcU1tJCOpX6eCQNA.","Company Hiring Event. Company Riviera Villages announced on 2024-01-10 that they will be hiring Directors of Business Development in their Sales department in France. URL:https://fr.indeed.com/viewjob?jk=a75eee88ecffcd36.","Company Hiring Event. Company Riviera Villages announced on 2024-01-25 that they will be hiring Animateur caf poussette in their  department in France. URL:https://www.simplyhired.fr/job/-NCCHEXIJXylSmVPbiqxKax8LnFqiICooRqnh0pZERrhuJwI0T6JlA.","Company Hiring Event. Company Riviera Villages announced on 2023-12-13 that they will be hiring Alternant e electricit in their  department in France. URL:https://www.simplyhired.fr/job/N546boOvmYI72aAUM9bQF8cWcZokKHY3h7M9ZVqHCWUcV10YKmJHcQ.","Company Hiring Event. Company Riviera Villages announced on 2023-12-13 that they will be hiring Jardinier espaces verts h f in their  department in France. URL:https://www.simplyhired.fr/job/31hIJ2upD4juHTGhEkc8LDRPHQlFT6_u81MoxwagW5CL0FLh1qtozg.","Company Hiring Event. Company Riviera Villages announced on 2023-10-18 that they will be hiring Responsable espaces verts in their  department in France. URL:https://www.simplyhired.fr/job/o_Wqn8vfXM9k1Lb_cGaBxYHdJOX3e9Q0pwBugx50Tu6ok-yUzTyFtQ.","Company Hiring Event. Company Riviera Villages announced on 2024-08-07 that they will be hiring Responsable animation h/f in their  department in France. URL:https://fr.indeed.com/viewjob?jk=5392609556fca49e.","Company Hiring Event. Company Riviera Villages announced on 2024-01-31 that they will be hiring Responsable marketing h f in their Marketing department in France. URL:https://fr.indeed.com/viewjob?jk=3880c9897699aa2e.","Company Hiring Event. Company Riviera Villages announced on 2024-01-11 that they will be hiring Residential Electrician Journeymen in their  department in France. URL:https://www.simplyhired.fr/job/ELpzJmglwVwizLvBxxqkuNEtL5sGzGaHHLunumAliM4q7G4p-jWx7w.","Company Hiring Event. Company Riviera Villages announced on 2024-01-11 that they will be hiring Assistant Store Managers in their  department in France. URL:https://www.simplyhired.fr/job/jvFL-3ZMfNHpm4x72I_TTnz4fo-CJcdOu2ESeTmexFYFMyIhEKIV3A."
"3876699e-f5ff-3ff8-8ca2-872d28e62762","Plein Vent Voyages","https://www.linkedin.com/company/plein-vent-voyages","[France]","","France","","Yield","Leisure, Travel & Tourism","	84, 79","	7990, r, 799, 791, 79","	561599, 561591, 56159, 71, 5615","Partnership","www.pleinvent-voyages.com","pleinvent-voyages.com","17","Depuis 35 ans, NOUS ACHETONS AU MEILLEUR PRIX afin de vous proposer les tarifs les plus avantageux. NOUS SÉLECTIONNONS SOIGNEUSEMENT CHAQUE PRODUIT car pour nous, la qualité l’a toujours emporté sur la quantité. NOUS ÉLIMINONS LE SUPERFLU ET L’INUTILE car pour nous, ni le superflu ni l’inutile ne justifie un prix plus élevé. NOUS SOMMES EN CONSTANTE RECHERCHE DE PRODUITS AUTHENTIQUES, D’EXPÉRIENCES VRAIES. Notre volonté : répondre au mieux aux aspirations et aux attentes des vacanciers. UNE ENTREPRISE À TAILLE HUMAINE avec une grande souplesse pour toujours plus de réactivité. LE SENS DES ÉCONOMIES à l’aide d’une ORGANISATION PRAGMATIQUE, et une immense envie de partager notre passion : le voyage. Plein Vent Voyages, C’EST L’ART D’OFFRIR LES PRODUITS TOURISTIQUES AU PLUS BAS PRIX, tout en apportant garanties et sécurité.","5664006","","","","","","","","","",""
"5d1ce8dd-9455-386a-a325-21c935ea4362","Groupe Marmara S.A.S.","https://www.linkedin.com/company/groupe-marmara-s.a.s.","[France, Île-de-france, Paris, 81 Rue Saint Lazare, 75009]","","France, Île-de-france, Paris, 81 Rue Saint Lazare, 75009","","Citrix NetScaler, Office 365 Mail","Hospitality","	70","i","	72","","marmara.com","marmara.com","2","","1754421","","","","","","","","","",""
