Name,Revenue,HQ Location,Country,Revenue_M,Main Broker,Main Insurer,Hubspot
AltiSo Consulting,1258668.0,"France, Brittany, Rennes, 35000",France,1.258668,,,
HOSPITALI-KEY,1258668.0,France,France,1.258668,,,
Grand Hôtel Des Templiers ****,1258668.0,"France, Grand Est, Reims, 22 Rue Des Templiers, 51100",France,1.258668,,,
Studio Hôtel - Paris,1258668.0,France,France,1.258668,,,
Balea Hôtel,1258668.0,"France, Nouvelle-aquitaine, Guéthary, 106 Rue Adrien Lahourcade, 64210",France,1.258668,,,
Hôtel & Spa Le Dracy,1258668.0,"France, Dracy Le Fort, 4 Rue Du Pressoir, 71640",France,1.258668,,,
HOSTYS CONNECT,1258668.0,"France, Île-de-france, Paris",France,1.258668,,,
Les Cabottes,1258668.0,"France, Bourgogne-franche-comté, Change, 7 Rue Collot, 21340",France,1.258668,,,
Hôtel Le Pré Carré ****,1258668.0,"France, Auvergne-rhône-alpes, Annecy, 27 Rue Sommeiller, 74000",France,1.258668,,,
Hotelity / Caddie Hotel,1258668.0,"France, Grand Est, Strasbourg, 67000",France,1.258668,,,
HOTEL LOUVRE PIEMONT,1258668.0,"France, Île-de-france, Paris, 22 Rue De Richelieu, 75001",France,1.258668,,,
HOTEL RESTAURANT ACADIE LES ULIS,1258668.0,"France, Île-de-france, Les Ulis, 1 Avenue Océane, 91640",France,1.258668,,,
1ER ETAGE,1258668.0,"France, Île-de-france, Paris, 38 Rue Ste Croix De La Bretonnerie, 75004",France,1.258668,,,
Le Wallace Hôtel & Bar,1258668.0,"France, Île-de-france, Paris, 89 Rue Fondary, 75015",France,1.258668,,,
Capsulo,1258668.0,"France, Île-de-france, Paris, 40 Rue Laffitte, 75009",France,1.258668,,,
AFA - Association Des Franchisés Accor,1258668.0,"France, Île-de-france, Paris, 60 Rue Du Faubourg Poissonnière, 75010",France,1.258668,,,
Hôtel Albert 1er - Rueil Sur Seine,1258668.0,"France, Île-de-france, Rueil-malmaison, 20 Avenue Albert 1er, 92500",France,1.258668,,,
Mayrena Hotel,1258668.0,"France, Normandy, Eu, 20 Avenue De La Gare, 76260",France,1.258668,,,
Les Hotels Brunel,1258668.0,"France, Auvergne-rhône-alpes, Albaret-sainte-marie, 48200",France,1.258668,,,
Château De Verrières,1258668.0,"France, Pays De La Loire, Saumur",France,1.258668,,,
Carcassonne Hotels,1258668.0,"France, Occitanie, Carcassonne",France,1.258668,,,
Carrion Cuisine Hotel & Spa,1258668.0,France,France,1.258668,,,
Les Maisons De Georges,1258668.0,"France, Île-de-france, Paris, 36 Rue Fleurus, 75006",France,1.258668,,,
Maisons Et Hôtels Sibuet,1237992.0,"France, Haute Savoie, Megève, Chemin Du Petit Darbon, 74120",France,1.237992,,,
Best Western Le Relais De Laguiole Hôtel & Spa,1215397.0,"France, Laguiole, 12210",France,1.215397,,,
Hôtel Les Mouettes ****,1201273.0,"France, Corsica, Ajaccio, 9 Cours Lucien Bonaparte, 20000",France,1.201273,,,
CHÂTEAU GRATTEQUINA,1183892.0,"France, Nouvelle-aquitaine, Blanquefort, Chemin De Labarde, 33290",France,1.183892,,,
Château De Fontanges,1182631.0,"France, Onet Le Château, 901 Route De Conques Marcillac-d, 12850",France,1.182631,,,
Heintz Immobilier & Hôtels,1179082.0,"France, Grand Est, Metz, 2 Rue Du Chanoine Collin, 57000",France,1.179082,,,
Hôtel Victor-Hugo,1169614.0,"France, Hauts-de-france, Amiens, 2 Rue De L'oratoire, 80000",France,1.169614,,,
Grand Hôtel Gare Toulon - Boutique Hôtel,1169614.0,"France, Provence-alpes-côte D'azur, Toulon, 14 Boulevard De Tessé, 83000",France,1.169614,,,
Best Western PLUS Hôtel Sydney Opéra,1169614.0,"France, Île-de-france, Paris, 50 Rue Des Mathurins, 75008",France,1.169614,,,
Le Katorze Hôtel,1169614.0,"France, Île-de-france, Paris, 14 Rue Du Docteur Heulin, 75017",France,1.169614,,,
Hôtel De L'Océan ***,1169614.0,"France, Nouvelle-aquitaine, Biarritz, 9 Place Sainte-eugénie, 64200",France,1.169614,,,
The Originals Shop,1169614.0,"France, Île-de-france, Paris, 22 Rue Maurice Grimaud, 75018",France,1.169614,,,
Bloom Hostel Bar And Garden Bordeaux,1169614.0,"France, Nouvelle-aquitaine, Bordeaux, 188 Cours De La Somme, 33800",France,1.169614,,,
Hôtel Tardif - Noble Guesthouse,1169614.0,"France, Normandy, Bayeux, 16 Rue De Nesmond, 14400",France,1.169614,,,
ALP'HOTEL,1169614.0,"France, Rhône-alpes, La Clusaz",France,1.169614,,,
Chateau Le Haget,1169614.0,"France, Montesquiou, Route De Mielan Lieu-dit Les Oules, 32320",France,1.169614,,,
Hôtel Le Cousture,1169614.0,"France, Occitanie, Toulouse, 40 Bld Lazare Carnot, 31000",France,1.169614,,,
Hôtel D'Orléans,1169614.0,"France, Centre, Orléans, 6 Rue Adolphe Crespin, 45000",France,1.169614,,,
Hotels Et Maisons De Ville,1169614.0,"France, Île-de-france, Neuilly-sur-seine, 60 Avenue Charles De Gaulle, 92200",France,1.169614,,,
Quality Hotel Pau Centre Bosquet,1169614.0,"France, Nouvelle-aquitaine, Pau, 80 Rue Émile Garet, 64000",France,1.169614,,,
Dessine-moi Un Hôtel By CAPITOLE CONSULTING,1169614.0,"France, Île-de-france, Paris, 24 Rue De Rivoli, 75004",France,1.169614,,,
Grace Nicols Homes,1169614.0,"France, Occitanie, Montpellier, 160 Rue Des Santolines, 34090",France,1.169614,,,
Luxury Dream Hotels,1169614.0,"France, Île-de-france, Paris, 6 Place De La Madeleine, 75008",France,1.169614,,,
MANOIR DU MOUSTOIR Hôtel Les Empreintes,1169614.0,"France, Brittany, Saint Evarzec",France,1.169614,,,
L'esquisse Barbizon,1169614.0,"France, Île-de-france, Barbizon, 73 Grande Rue, 77630",France,1.169614,,,
Holiday Inn Express Bordeaux Lormont,1169614.0,"France, Nouvelle-aquitaine, Lormont",France,1.169614,,,
Boudoir Des Muses,1169614.0,"France, Île-de-france, Paris, 6 Rue De Saintonge, 75003",France,1.169614,,,
My Green Collection,1169614.0,"France, Provence-alpes-côte D'azur, Aix-en-provence, 67 Cours Mirabeau, 13100",France,1.169614,,,
Hôtel Colisée Verdun,1169614.0,"France, Occitanie, Montpellier, 33 Rue De Verdun, 34000",France,1.169614,,,
The Originals Hotel Ambacia,1169614.0,"France, Centre, Saint-avertin, 22 Rue De La Tuilerie, 37550",France,1.169614,,,
LE COLISEE HOTEL & SPA***,1169614.0,"France, Pays De La Loire, Saint-herblain, 29 B Rue Bobby Sands, 44800",France,1.169614,,,
Club Hôtelier De Cergy-Pontoise Porte Du Vexin,1169614.0,"France, Île-de-france, Pontoise, Place De La Piscine, 95300",France,1.169614,,,
Hôtel Saint-Louis*** | Aigues-Mortes | Camargue,1169614.0,"France, Aigues-mortes, 10 Rue Amiral Courbet, 30220",France,1.169614,,,
Iden,1169614.0,"France, Île-de-france, Paris, 65 Rue Lemercier, 75017",France,1.169614,,,
Domaine De Valmouriane,1169614.0,"France, Provence-alpes-côte D'azur, Saint-rémy-de-provence, Petite Route Des Baux D27, 13210",France,1.169614,,,
Les Trésorières,1169614.0,"France, Centre, Tours, 2 Place Jean Meunier, 37000",France,1.169614,,,
Hotel Des XV,1169614.0,"France, Grand Est, Strasbourg, 67000",France,1.169614,,,
BEST WESTERN EMPIRE ELYSEES,1169614.0,"France, Île-de-france, Paris, 3 Rue De Montenotte, 75017",France,1.169614,,,
Le Chalet Hôtel Cordon****,1169614.0,"France, Auvergne-rhône-alpes, Cordon, 2087 Route Des Miaz, 74700",France,1.169614,,,
Hôtel Restaurant Le Meysset ***,1169614.0,"France, Nouvelle-aquitaine, Sarlat-la-canéda, 62 Route D'argentouleau, 24200",France,1.169614,,,
Hotel Le Quetzal La Grande Motte,1169614.0,"France, La, 216 All. Des Jardins, 34280",France,1.169614,,,
Tête De Lit Paris,1169614.0,"France, Île-de-france, Paris, 5 Avenue Ingres, 75016",France,1.169614,,,
Weeneto,1169614.0,"France, Île-de-france, Paris",France,1.169614,,,
Campanile Aix En Provence Sud Pont De L'Arc,1169614.0,"France, Provence-alpes-côte D'azur, Aix-en-provence",France,1.169614,,,
KRISTALL SERVICES,1169614.0,France,France,1.169614,,,
Kyriad Montpellier Est - Lunel,1169614.0,"France, Occitanie, Lunel, 177 Avenue Louis Lumiere, 34400",France,1.169614,,,
Les Demeures De Valette,1169614.0,"France, Poitou-charentes, Azay Le Brule, Lieu Dit Valette, 79400",France,1.169614,,,
HOTEL LA RÉSIDENCE NARBONNE,1169614.0,"France, Occitanie, Narbonne, 6 Rue Du 1er Mai /, 11100",France,1.169614,,,
Le Repère Vizille,1169614.0,"France, Auvergne-rhône-alpes, Vizille, 386 Chemin Des Peupliers, 38220",France,1.169614,,,
MHL - Maison Hotel Lyon ****,1169614.0,"France, Auvergne-rhône-alpes, Lyon, 10 Avenue Maréchal De Saxe, 69006",France,1.169614,,,
HOTEL PARIS BASTILLE - OPERA,1169614.0,"France, Île-de-france, Paris, 67 Rue De Lyon, 75012",France,1.169614,,,
Logis Cottage Hotel Calais,1169614.0,"France, Hauts-de-france, Calais, 648 Rue De Tunis, 62100",France,1.169614,,,
HOSTEL TOULOUSE WILSON,1169614.0,"France, Occitanie, Toulouse, 6 Rue Labéda, 31000",France,1.169614,,,
LodginGO,1169614.0,"France, Île-de-france, Paris, 4 Rue Jules Guesde",France,1.169614,,,
Roc-Hôtel,1169614.0,"France, Le, 5 Boulevard Des Dryades, 83980",France,1.169614,,,
Brit Hôtel Lessay,1169614.0,"France, Lessay, 12 Rue Du Ferrage, 50430",France,1.169614,,,
Chateau De Bellecroix Chagny,1169614.0,"France, Chagny, 20 Chemin De Bellecroix, 71150",France,1.169614,,,
Hôtel Jardin Le Bréa,1169614.0,"France, Île-de-france, Paris, 14 Rue Bréa, 75006",France,1.169614,,,
Hôtel Le Volney,1169614.0,France,France,1.169614,,,
Hôtel Capitole,1169614.0,"France, Provence-alpes-côte D'azur, Beausoleil, 19 Boulevard Du Général Leclerc, 06240",France,1.169614,,,
Acropolis,1169614.0,"France, Pays De La Loire, Le Mans, Chemin Aux Boeufs, 72100",France,1.169614,,,
Travel The World With France Marie,1169614.0,France,France,1.169614,,,
Hôtel Eden Opéra,1169614.0,"France, Île-de-france, Paris, 35 Rue Jean-baptiste Pigalle, 75009",France,1.169614,,,
Hôtel Renaissance Castres,1169614.0,"France, Occitanie, Castres, 17 Rue Victor Hugo, 81100",France,1.169614,,,
HERA INVEST Groupe,1169614.0,"France, Auvergne-rhône-alpes, Clermont-ferrand, 55 Avenue Albert Elisabeth, 63000",France,1.169614,,,
Best Western Plus La Joliette ****,1169614.0,"France, Provence-alpes-côte D'azur, Marseille, 49 Avenue Robert Schuman, 13002",France,1.169614,,,
HYP Hotel,1169614.0,"France, Saint Marcellin, 8 Boulevard Gambetta, 38160",France,1.169614,,,
Hôtel De Vignolles,1169614.0,"France, Occitanie, Saint-jean-du-bruel, 10 Rue De La Planquette, 12230",France,1.169614,,,
Le Lion D'Or-gramat,1169614.0,"France, Gramat, 8 Place De La République, 46500",France,1.169614,,,
Africa Hospitality French Consortium,1169614.0,"France, Île-de-france, Paris, 55 Avenue Bosquet, 75007",France,1.169614,,,
Sportherberg Le Gros Chêne,1169614.0,"France, Vosges, Plombieres Les Bains, 1 Le Gros Chene, 88370",France,1.169614,,,
No 16 Chambres D'Hotes,1169614.0,"France, Normandy, Tessy-sur-vire, 16 Rue De La Fontaine Saint-pierre, 50420",France,1.169614,,,
Le Meez,1169614.0,"France, Occitanie, Carcassonne, 290 Avenue Du Général Leclerc, 11000",France,1.169614,,,
Hôtel Lac Bleu 1650 ***,1169614.0,"France, Saint François Longchamp, 1650 Allée De Longchamp, 73130",France,1.169614,,,
Hôtel La Réserve De Brive,1169614.0,"France, Nouvelle-aquitaine, Brive-la-gaillarde, 1 Place Du Maréchal De Lattre De Tassigny, 19100",France,1.169614,,,
Hôtel Montmorency,1169614.0,"France, Occitanie, Carcassonne, 2 Rue Camille Saint-saëns, 11000",France,1.169614,,,
HOTEL DEVILLAS 3***,1169614.0,France,France,1.169614,,,
Brit Hotel Nantes La Beaujoire,1169614.0,"France, Pays De La Loire, Nantes, 45 Bd Des Batignolles, 44300",France,1.169614,,,
Hôtel Mercure Saint-Nectaire Les Bains Romains,1169614.0,"France, Saint-nectaire, 26 Avenue Du Docteur Roux, 63510",France,1.169614,,,
Best Western Colmar Expo,1169614.0,"France, Grand Est, Colmar, 2c Rue Timken, 68000",France,1.169614,,,
CHATEAU DE TRIGANCE SARL,1169614.0,"France, Trigance Provence, 1400 Route De Brei, 83840",France,1.169614,,,
Hôtel Restaurant Bar De La Gare,1169614.0,"France, Occitanie, Pierrefitte-nestalas, 9 Rue Lavoisier, 65260",France,1.169614,,,
Ar Duen,1169614.0,"France, Côtes D'armor, Saint Launeuc, 22230",France,1.169614,,,
Hôtel Le Noirlac Restaurant Le 215,1169614.0,"France, Centre, Saint-amand-montrond, 215 Route De Bourges, 18200",France,1.169614,,,
Unique Hotel & Spa,1169614.0,"France, Provence-alpes-côte D'azur, Saint-raphaël, 155 Rue De La Garonne, 83700",France,1.169614,,,
Le Manoir De Joséphine - Hôtel Séminaires Événements Privés,1169614.0,"France, Normandy, Évreux",France,1.169614,,,
Sure Hotel By Best Western Bordeaux Lac,1169614.0,"France, Nouvelle-aquitaine, Bordeaux",France,1.169614,,,
AUBERGE DU PORCHE -HÔTEL*** BLAYE,1169614.0,"France, Nouvelle-aquitaine, Blaye, 5 Rue Ernest Régnier, 33390",France,1.169614,,,
Hôtel Des Thermes Et Du Casino,1169614.0,"France, Normandy, Luc-sur-mer",France,1.169614,,,
HORECO Solutions,1169614.0,"France, Occitanie, Toulouse",France,1.169614,,,
La Maison Tatin,1169614.0,"France, Lamotte-beuvron, 5 Avenue De Vierzon, 41600",France,1.169614,,,
Le Londres Hôtel,1169614.0,"France, Pays De La Loire, Saumur, 48 Rue D'orléans, 49400",France,1.169614,,,
Hôtel Eiffel Seine,1169614.0,"France, Île-de-france, Paris, 3 Boulevard De Grenelle, 75015",France,1.169614,,,
Hôtel Des Deux Clefs,1169614.0,"France, Grand Est, Turckheim, 3 Rue Du Conseil, 68230",France,1.169614,,,
Kyriad Aire De La Lozère,1169614.0,"France, Albaret Ste Marie, Aire De La Garde, 48200",France,1.169614,,,
Le Parc Des Fées,1169614.0,"France, La, 107 Quai Maréchal Fayolle, 63150",France,1.169614,,,
Campanile Paris Ouest Nanterre-La Défense,1169614.0,"France, Île-de-france, Nanterre, 20 Avenue Pablo Picasso, 92000",France,1.169614,,,
Les Ostals,1169614.0,"France, Occitanie, Béziers, 10 Rue Du Capus",France,1.169614,,,
Study Hôtel Bordeaux-Lormont,1169614.0,"France, Nouvelle-aquitaine, Lormont, 19 Rue Louis Beydts, 33310",France,1.169614,,,
Hôtel Restaurant La Haute Forêt,1169614.0,"France, Pays De La Loire, Vertou, 53 Boulevard De L'europe, 44120",France,1.169614,,,
Moov'Appart Hotel - Clichy,1169614.0,"France, Île-de-france, Clichy, 107 Rue Martre, 92110",France,1.169614,,,
A Casa Di Mà,1169614.0,"France, Corsica, Lumio, Route De Calvi, 20260",France,1.169614,,,
HOTEL RESTAURANT L'ALCÔVE,1169614.0,"France, Villemur Sur Tarn, 290 Chemin Des Placettes, 31340",France,1.169614,,,
DOMAINE DES LUMIERES,1169614.0,"France, Aisonville Et Bernoville, 9 Rue De Conde, 02110",France,1.169614,,,
Hôtel Octroi,1169614.0,"France, Occitanie, Carcassonne, 143 Rue Trivalle, 11000",France,1.169614,,,
Hôtel Villa Alexandre,1169614.0,"France, Auvergne-rhône-alpes, Régnié-durette, 165 Rue Alexandre Poidebard, 69430",France,1.169614,,,
Maison Tiegezh,1169614.0,"France, Brittany, Guer, 7 Place De La Gare, 56380",France,1.169614,,,
HIRUNDI Hostels & Hotels,1169614.0,"France, Île-de-france, Paris",France,1.169614,,,
Hotel Les Capitouls Toulouse Centre - Handwritten Collection,1169614.0,"France, Occitanie, Toulouse, 29 Allée Jean Jaurès, 31000",France,1.169614,,,
Hôtel Les Montagnards,1164423.0,"France, Morteau, 7 Bis Place Carnot, 25500",France,1.164423,,,
Savoy Hôtel Evian,1164423.0,"France, Évian-les-bains, 17 Quai Charles Albert Besson, 74500",France,1.164423,,,
Les Villas D'Arromanches,1147570.0,"France, Normandy, Tracy Sur Mer",France,1.14757,,,
HOTEL DU PHARE,1138671.0,"France, Sauzon, 56360",France,1.138671,,,
Hôtel De La Baie Des Anges,1129938.0,"France, Landéda, 350 Route Des Anges, 29870",France,1.129938,,,
Hotel Phoenix Réunion,1128112.0,"Réunion, Saint Denis, 1 A Rue Du Moulin À Vent, 97400",Réunion,1.128112,,,
Clos De La Rivière,1128112.0,"Réunion, Réunion, Saint-denis, 54 Rue Militaire, 97400",Réunion,1.128112,,,
Le Barth Villas,1128112.0,"Saint Barthélemy, Gustavia, Angle De La Rue Oscar Ii Et Rue De La France, 97133",Saint Barthélemy,1.128112,,,
Hôtel La Bastide De L'Oliveraie,1086971.0,"France, Provence-alpes-côte D'azur, Cannes",France,1.086971,,,
Dayuse.com,1019467.0,"France, Île-de-france, Paris",France,1.019467,,,
Hôtel Castel Brando,1015119.0,"France, Corsica, Brando",France,1.015119,,,
The Originals Hotel Acadine Le Neubourg,991613.0,"France, Eure, Le, 11-13 Route De Conches, 27110",France,0.991613,,,
QUEEN'S HOTEL PARIS,972076.0,"France, Île-de-france, Paris, 4 Rue Bastien Lepage, 75016",France,0.972076,,,
The Travel Art Gallery,911373.0,"France, Île-de-france, Paris",France,0.911373,,,
AUDOTEL CARCASSONNE,880690.0,"France, Occitanie, Carcassonne, Chemin De Saulsaie, 11000",France,0.88069,,,
EKHO HOTEL GRENOBLE,879592.0,"France, Auvergne-rhône-alpes, Saint-égrève, 5 Rue Des Platanes, 38120",France,0.879592,,,
LES ASTERIDES,874326.0,"France, Pays De La Loire, La Roche-sur-yon, 93 Boulevard Du Maréchal Leclerc, 85000",France,0.874326,,,
Best Hotels Worldwide - Daily Inspiration,862571.0,"France, Hauts-de-france, Lille",France,0.862571,,,
Le Rodin Bazas,862571.0,"France, Nouvelle-aquitaine, Bazas, 1 Allée Saint-sauveur, 33430",France,0.862571,,,
Les Hauts De Sancerre,862571.0,"France, Centre, Sancerre, Rue Porte César Château De Sancerre, 18300",France,0.862571,,,
Mas De L'Oulivié,862571.0,"France, Les, Les Arcoules, 13520",France,0.862571,,,
Habitation Grande Anse***,862571.0,"Guadeloupe, Deshaies, 97126",Guadeloupe,0.862571,,,
CVL Hospitality,862571.0,"France, Grand Est, Troyes, 1 Rue De Molesme, 10000",France,0.862571,,,
Revalisever,862571.0,France,France,0.862571,,,
Hôtel Le Benhuyc ***,862571.0,"France, Brittany, Binic, 1 Quai Jean Bart, 22520",France,0.862571,,,
RGi1 - Outsourced Revenue Management,862571.0,France,France,0.862571,,,
Ici M'aime Hôtel Restaurant,862571.0,France,France,0.862571,,,
Le Vert Hotel,861596.0,"France, Auvergne-rhône-alpes, Chamonix - Mont Blanc",France,0.861596,,,
Renaissance Workshops,824239.0,"France, Île-de-france, Paris",France,0.824239,,,
Belaroïa Hotel,820792.0,"France, Occitanie, Montpellier, 27 Rue Jules Ferry, 34000",France,0.820792,,,
THE ORIGINALS CITY - HOTEL LA SAULAIE,794012.0,"France, Doue En Anjou, 104 Rue Des Fougerons, 49700",France,0.794012,,,
Hôtel *** L'Ortega - Rennes Saint-Jacques Aéroport,789231.0,"France, Brittany, Saint-jacques-de-la-lande, 1 Avenue Roger Dodin, 35136",France,0.789231,,,
Tulip Residences,760132.0,"France, Île-de-france, Puteaux, 1 Place Des Degrés Tour Voltaire, 92800",France,0.760132,,,
Hôtels Circuits France - La Destination France Pour Les Groupes,746366.0,"France, Occitanie, Albi, 21 Rue Henri De Toulouse Lautrec, 81000",France,0.746366,,,
Boutique-Hôtel Villa Du Taur Toulouse,742618.0,"France, Occitanie, Toulouse, 62 Rue Du Taur, 31000",France,0.742618,,,
Eloggia - Luxury & Digital Résidences Next-Gen Hosptitality,733827.0,"France, Occitanie, Paris-lille-toulouse-bretagne-riviera",France,0.733827,,,
PMT HOTELS,733104.0,"France, Île-de-france, Rueil-malmaison, 6 Ter Avenue Albert 1er, 92500",France,0.733104,,,
E-WAND,726758.0,"France, Île-de-france, Paris",France,0.726758,,,
Hôtel Le Grand Barnum,680545.0,"France, Auvergne-rhône-alpes, Francheville, 40 Av. De La Table De Pierre, 69340",France,0.680545,,,
Hotel Opera Richepanse,680545.0,"France, Île-de-france, Paris",France,0.680545,,,
Thélème / Collection Hôtelière,680545.0,"France, Normandy, Mont-saint-aignan",France,0.680545,,,
Maison Ailleurs,676704.0,"France, Centre, Chartres, 17 Rue Muret, 28000",France,0.676704,,,
Paris Inside N°1 De La E-Conciergerie,676704.0,"France, Île-de-france, Maisons-alfort",France,0.676704,,,
Sessius 1622,676704.0,"France, Auvergne-rhône-alpes, Cessy, 573 Rue De La Mairie, 01170",France,0.676704,,,
Hôtel Du Porge,676704.0,"France, Nouvelle-aquitaine, Le, 30 Avenue Du Bassin D'arcachon, 33680",France,0.676704,,,
Bretagne Emotion- Hotels De Charme & Caractère,676704.0,"France, Brittany, Rennes, 9 Rue Louis Kerautret-botmel Hccb Horizon Tourisme, 35000",France,0.676704,,,
MHC,676704.0,"France, Île-de-france, Paris",France,0.676704,,,
CB Consulting 42,676704.0,"France, Auvergne-rhône-alpes, Cervières, 7 Chemin Du Bourg, 42440",France,0.676704,,,
JPM Conseil,676704.0,"France, Marrakech, 5 Avenue Mohamed",France,0.676704,,,
Hôtel Courcelles Etoile,676704.0,"France, Île-de-france, Paris, 184 Rue De Courcelles, 75017",France,0.676704,,,
HR Visite Et Conseils,676704.0,"France, Auvergne, Clermont-ferrand, 63000",France,0.676704,,,
Le Sainte Hélène Hôtel Particulier - Résidence De Tourisme,676704.0,"France, Auvergne-rhône-alpes, Lyon, 2 Place Gailleton, 69002",France,0.676704,,,
HOTEL CLEMENT V,676704.0,France,France,0.676704,,,
EMJR HOTELS CONSEILS,676704.0,"France, Île-de-france, Paris",France,0.676704,,,
Hôtel Bourg Tibourg,676704.0,"France, Île-de-france, Paris, 19 Rue Du Bourg Tibourg, 75004",France,0.676704,,,
Hôtel De Provence,676704.0,France,France,0.676704,,,
Groupe Coté Sun Hôtels,676704.0,"Réunion, Réunion, Saint-denis, 30 Rue Jacob, 97400",Réunion,0.676704,,,
Hôtel Le Richelieu Royan Atlantique- Logis,676704.0,"France, Saujon, 2 Place Richelieu, 17600",France,0.676704,,,
VILLA FLORNOY,671359.0,"France, Pays De La Loire, Pornichet, 7 Avenue Flornoy, 44380",France,0.671359,,,
Moulin Des Templiers Hôtel & SPA,663720.0,"France, Bourgogne, Pontaubert",France,0.66372,,,
Pink Collar,658937.0,"Réunion, Réunion, Le Port, The Ridings Droghadfayle Park, im9",Réunion,0.658937,,,
Holiday Inn Paris Marne La Vallée,650087.0,"France, Île-de-france, Noisy-le-grand",France,0.650087,,,
Le Grand Monarque,640081.0,"France, Centre, Azay-le-rideau, 3 Place De La République, 37190",France,0.640081,,,
HOTEL DESK INTERNATIONAL,629334.0,"France, Île-de-france, Paris, 11 Rue Marbeuf, 75008",France,0.629334,,,
Luxury Flat In Dijon,629334.0,"France, Bourgogne-franche-comté, Dijon, Rue Du Palais, 21000",France,0.629334,,,
TotallyH,629334.0,"France, Île-de-france, Paris, 75000",France,0.629334,,,
Continental Hotel Lille,629334.0,"France, Hauts-de-france, Lille",France,0.629334,,,
GF HOTEL & TRAVEL CONSULTING - Member Of World Hospitality Alliance,629334.0,"France, Île-de-france, Paris",France,0.629334,,,
Ibis Styles Paris Saint Denis La Plaine,629334.0,France,France,0.629334,,,
Hotels-Res,629334.0,"France, Île-de-france, Paris, 92 Rue De Vaugirard, 75006",France,0.629334,,,
Le Pavillon De La Plage,629334.0,"France, Trébeurden, 2 Rue Pors, 22560",France,0.629334,,,
Cercle Des Grandes Maisons Corses,629334.0,"France, Corsica, Calvi, Route De Notre-dame De La Serra, 20260",France,0.629334,,,
IDEALIS CONSEIL,629334.0,"France, Centre, Tours, 8 Rue Victor Laloux, 37000",France,0.629334,,,
Kaptrium Hotels,629334.0,"France, Seine Et Marne, Rubelles, 6 Ca St Nicolas, 77950",France,0.629334,,,
Hôtel Restaurant Du Lac,629334.0,"France, Centre, Saint-plantaire, 8 Le Goutatin, 36190",France,0.629334,,,
Club Hotelier Golfe Du Morbihan Baie De Quiberon Et De Belle Ile En Mer,629334.0,"France, Brittany, Vannes, 56000",France,0.629334,,,
Ask Marty,629334.0,"France, Île-de-france, Paris, 75010",France,0.629334,,,
Flat N'Co,629334.0,"France, Île-de-france, Paris, 5 Rue Turbigo, 75001",France,0.629334,,,
SKIWORLD VALMOREL,629334.0,"France, Les, 73260",France,0.629334,,,
Tempologis Appart-hôtels,629334.0,"France, Auvergne-rhône-alpes, Grenoble, 8 Rue Germain, 38100",France,0.629334,,,
The Originals Relais,629334.0,"France, Île-de-france, Paris, 100 Rue Petit Paris, 75019",France,0.629334,,,
ONEROOM,629334.0,"France, Île-de-france, Paris",France,0.629334,,,
VILLA BEAUPEYRAT,629334.0,"France, Nouvelle-aquitaine, Limoges, 27 Rue Petiniaud Beaupeyrat, 87000",France,0.629334,,,
BO HOSPITALITY,629334.0,"France, Île-de-france, Paris, 33 Rue La Fayette, 75009",France,0.629334,,,
HOCONSEIL,629334.0,"France, Occitanie, Mauguio, 170 Rue Sebastien Cabot, 34130",France,0.629334,,,
References Hospitality,629334.0,"France, Île-de-france, Paris, 9 Place De La Montagne Du Goulet, 75015",France,0.629334,,,
Le Village Du Lac,629334.0,France,France,0.629334,,,
Welcome Dijon Hotels,629334.0,"France, Bourgogne-franche-comté, Dijon, 22 Avenue Maréchal Foch, 21000",France,0.629334,,,
Impact Hôtel | Conseil En Hôtellerie Et Tourisme Durable,629334.0,"France, Île-de-france, Charenton-le-pont",France,0.629334,,,
HOTEL DE VIGNIAMONT,629334.0,"France, Occitanie, Pezenas",France,0.629334,,,
HotelPerform,629334.0,"France, Saint Nazaire, 7 Allée Des Coquarrières, 44600",France,0.629334,,,
Le Nid Parisien,629334.0,"France, Île-de-france, Paris, 33 Rue Malar, 75007",France,0.629334,,,
Le Citylodge Du Campus De Niort,629334.0,"France, Nouvelle-aquitaine, Niort, 19 Rue Du Galuchet, 79000",France,0.629334,,,
M'BEE ASSET,629334.0,"France, Auvergne-rhône-alpes, Faverges-seythenex",France,0.629334,,,
Elitwin,629334.0,"France, Île-de-france, Paris",France,0.629334,,,
Chez Pierre | PARIS,629334.0,France,France,0.629334,,,
ExtraStaff ltd,629334.0,"France, Provence-alpes-côte D'azur, Nice, 6 Rue Du Pont-vieux, 06300",France,0.629334,,,
Domaine De Kerbastic - Hôtel 4 Étoiles - Restaurant,629334.0,France,France,0.629334,,,
Acolyte Hotels,629334.0,"France, Île-de-france, Paris",France,0.629334,,,
VLF Spa Consulting,629334.0,"France, Grand Est, Troyes, 1 Rue De Molesme, 10000",France,0.629334,,,
Moontain Hostel,629334.0,"France, En Oisans, Rue Du Clos Du Pré Oz, 38114",France,0.629334,,,
SHG STRASBOURG - International Hospitality & Business School,629334.0,"France, Grand Est, Strasbourg, 72 Allée De La Robertsau, 67000",France,0.629334,,,
Château Hôtel De Belmesnil,629334.0,"France, Normandy, Saint-denis-le-thiboult, Route Du Château, 76116",France,0.629334,,,
Le Loft De Genas,629334.0,"France, Auvergne-rhône-alpes, Genas, 15 Rue De L'égalité, 69740",France,0.629334,,,
AT Distri,629334.0,"France, Alsace, Thann, 15 Allée Des Aspérules, 68800",France,0.629334,,,
