Name,Revenue,HQ Location,Country,Revenue_M,Main Broker,Main Insurer,Hubspot
Mövenpick Hotels & Resorts,15732664172.0,"France, Île-de-france, Issy-les-moulineaux, 92130",France,15732.664172,,,
Accor,5824073400.0,"France, Île-de-france, Issy-les-moulineaux, 82 Rue Henri Farman, 92130",France,5824.0734,,,
Golden Tulip Hotels Suites & Resorts,5000000000.0,"France, Île-de-france, Puteaux",France,5000.0,,,
Sofitel,4614596102.0,"France, Île-de-france, Paris",France,4614.596102,,,
Pullman Hotels & Resorts,2735085564.0,"France, Île-de-france, Issy-les-moulineaux",France,2735.085564,,,
Swissôtel Hotels & Resorts,2477242981.0,"France, Île-de-france, Issy-les-moulineaux, 82 Rue Henry Farman, 92130",France,2477.242981,,,
Groupe Pierre & Vacances-Center Parcs,2035390255.0,"France, Île-de-france, Paris, 11 Rue De Cambrai, 75947",France,2035.390255,,,
Raffles Hotels & Resorts,1995618114.0,"France, Île-de-france, Issy-les-moulineaux, 82 Rue Henry Farman, 92130",France,1995.618114,,,
B&B HOTELS GROUP,1278008670.0,"France, Brittany, Brest",France,1278.00867,,,
Groupe Barrire,1073705881.0,"France, Île-de-france, Paris, 33 Rue D'artois, 75008",France,1073.705881,,,
Louvre Hotels Group,989493655.0,"France, Île-de-france, Puteaux",France,989.493655,,,
MAMA SHELTER,858496859.0,"France, Île-de-france, Paris",France,858.496859,,,
Cheval Blanc,819392868.0,"France, Île-de-france, Paris, 12 Cours Albert 1er, 75008",France,819.392868,,,
Belambra,650085112.0,"France, Île-de-france, Bourg-la-reine",France,650.085112,,,
Adagio Aparthotels,579226624.0,"France, Île-de-france, Paris",France,579.226624,,,
Hôtel Lutetia,558100000.0,"France, Île-de-france, Paris, 45 Boulevard Raspail",France,558.1,,,
Le Méridien Tahiti,481440510.0,"French Polynesia, Îles Du Vent, Punaauia, 98718",French Polynesia,481.44051,,,
Evian Resort,478423235.0,"France, Evian-les-bains, 74501",France,478.423235,,,
Eden Rock - St Barths,467618200.0,Saint Barthélemy,Saint Barthélemy,467.6182,,,
Ritz Paris,416177998.0,"France, Île-de-france, Paris",France,416.177998,,,
The Hyatt Student Prize,334130677.0,"France, Île-de-france, Paris",France,334.130677,,,
Vatel Business School - Hotel & Tourism Management,291818755.0,"France, Auvergne-rhône-alpes, Lyon",France,291.818755,,,
Grape Hospitality,258811104.0,"France, Île-de-france, Courbevoie",France,258.811104,,,
Concorde Hotels & Resorts,250882256.0,France,France,250.882256,,,
PARIS SOCIETY,249322500.0,"France, Île-de-france, Paris",France,249.3225,,,
Edmond De Rothschild Heritage,244355700.0,"France, Île-de-france, Paris",France,244.3557,,,
Thalazur,229244393.0,"France, Île-de-france, Levallois-perret",France,229.244393,,,
Appart'City,208797631.0,"France, Île-de-france, Paris",France,208.797631,,,
EXOTISMES,201674200.0,"France, Provence-alpes-côte D'azur, Marseille",France,201.6742,,,
Le Royal Monceau - Raffles Paris,186553472.0,"France, Île-de-france, Paris",France,186.553472,,,
Les Clefs D'Or International,176026944.0,"France, Île-de-france, Paris",France,176.026944,,,
Zenitude Groupe,167254837.0,"France, Grand Est, Schiltigheim",France,167.254837,,,
Hôtel Le Negresco,156143502.0,"France, Provence-alpes-côte D'azur, Nice",France,156.143502,,,
Brit Hotel,155134000.0,"France, Brittany, Rennes",France,155.134,,,
TRIBE Hotels,144376569.0,"France, Île-de-france, Issy-les-moulineaux, 82 Rue Henri Farman, 92445",France,144.376569,,,
The Village At River Landing,133698640.0,"New Caledonia, Wallace",New Caledonia,133.69864,,,
Buddha-Bar Worldwide,127754802.0,"France, Île-de-france, Paris",France,127.754802,,,
La Réserve Paris - Hotel And Spa,112867775.0,"France, Île-de-france, Paris",France,112.867775,,,
Costes,100693440.0,"France, Île-de-france, Paris",France,100.69344,,,
Hotel Du Lac,98176104.0,"France, Auvergne-rhône-alpes, Talloires-montmin, 40 Rue Andre Theuriet, 74290",France,98.176104,,,
NAOS HOTEL GROUPE,94738754.0,"France, Nouvelle-aquitaine, Poitiers, 86360",France,94.738754,,,
Molitor Paris - MGallery,90060297.0,"France, Île-de-france, Paris",France,90.060297,,,
Chabé,88648000.0,"France, Île-de-france, Paris",France,88.648,,,
Hospitalité Saint-Thomas De Villeneuve,79876113.0,"France, Brittany, Lamballe, 29 Rue Charles Cartel, 22400",France,79.876113,,,
Lartisien,79145677.0,"France, Île-de-france, Paris, 228 Rue De Rivoli, 75002",France,79.145677,,,
Sereno Hotels,71708809.0,"Guadeloupe, St, 97133",Guadeloupe,71.708809,,,
Blockade Runner Beach Resort,70730893.0,"New Caledonia, Wrightsville Beach",New Caledonia,70.730893,,,
Hotel Royal-Riviera,70176855.0,"France, Saint-jean-cap-ferrat, 3 Avenue Jean Monnet, 06230",France,70.176855,,,
Logis Hôtels Group,64913590.0,"France, Île-de-france, Paris",France,64.91359,,,
Vatel Hôtel & Spa,64913590.0,"France, Occitanie, Nîmes",France,64.91359,,,
La Créole Beach Hôtel & Spa ****,64692890.0,"Guadeloupe, Guadeloupe, Le Gosier, 97190",Guadeloupe,64.69289,,,
Saint James Paris,61674732.0,"France, Île-de-france, Paris",France,61.674732,,,
Les Prés D'Eugénie ***** - Maison Guérard,60416064.0,"France, Nouvelle-aquitaine, Eugénie-les-bains, 334 Rue René Vielle, 40320",France,60.416064,,,
MOB HOTEL MOB HOUSE,60235133.0,"France, Île-de-france, Saint-ouen",France,60.235133,,,
The Westin Paris - Vendôme,59790367.0,"France, Île-de-france, Paris",France,59.790367,,,
Centaurus Hospitality Management,59650326.0,"France, Île-de-france, Paris",France,59.650326,,,
Orient Express,59376120.0,"France, Île-de-france, Paris",France,59.37612,,,
The Maybourne Riviera,57311000.0,"France, Provence-alpes-côte D'azur, Roquebrune-cap-martin",France,57.311,,,
VACANCES BLEUES AFFAIRES,56030868.0,"France, Provence-alpes-côte D'azur, Marseille",France,56.030868,,,
JO&JOE,55556676.0,"France, Île-de-france, Paris",France,55.556676,,,
ResidHotel,55556676.0,"France, Provence-alpes-côte D'azur, Mougins",France,55.556676,,,
ASTOTEL Paris,54122724.0,"France, Île-de-france, Paris",France,54.122724,,,
Groupe ACCELIS,53493390.0,"France, Île-de-france, Bussy-saint-georges",France,53.49339,,,
Château De Berne,53008037.0,"France, Provence-alpes-côte D'azur, Lorgues, 83510 Route De Salernes, 83510",France,53.008037,,,
HappyCulture Hôtels,52632641.0,"France, Île-de-france, Paris",France,52.632641,,,
Sofitel Paris Le Faubourg,52047834.0,"France, Île-de-france, Paris",France,52.047834,,,
Weekendesk,50406529.0,"France, Île-de-france, Paris",France,50.406529,,,
VeryChic,50284770.0,"France, Île-de-france, Paris",France,50.28477,,,
Novotel Paris Les Halles,49717386.0,"France, Île-de-france, Paris",France,49.717386,,,
Machefert Group,48538991.0,"France, Île-de-france, Paris, 256 Rue Saint-honoré, 75001",France,48.538991,,,
CDS,48538991.0,"France, Île-de-france, Paris",France,48.538991,,,
Gault&Millau,48039390.0,"France, Île-de-france, Paris",France,48.03939,,,
Sofitel Marseille Vieux Port,47954184.0,"France, Provence-alpes-côte D'azur, Marseille",France,47.954184,,,
CAPFRANCE VILLAGES VACANCES ET HÔTELS CLUBS,46570716.0,"France, Île-de-france, Paris",France,46.570716,,,
Four Seasons Hotel Megève,45614955.0,"France, Auvergne-rhône-alpes, Megève, 373 Chemin Des Follières, 74120",France,45.614955,,,
Les Hotels De Paris,45203577.0,"France, Île-de-france, Paris, 5 Rue Des Arquebusiers, 75003",France,45.203577,,,
B Signature Hotels & Resorts,45030148.0,"France, Pays De La Loire, Nantes",France,45.030148,,,
ARKEA - B&B HOTELS,44805257.0,"France, Brittany, Bruz",France,44.805257,,,
Les Hotels Baverez SA,44533799.0,"France, Île-de-france, Paris, 2 Place Des Pyramides",France,44.533799,,,
Hôtel Du Couvent,43860534.0,"France, Provence-alpes-côte D'azur, Nice",France,43.860534,,,
Château Saint-Martin & Spa,42690920.0,"France, Provence-alpes-côte D'azur, Vence",France,42.69092,,,
Hotel Le Toiny St Barth,42266021.0,"Guadeloupe, Saint-barthélemy, Anse De Toiny Saint-barthélemy, 97133",Guadeloupe,42.266021,,,
Hôtel Barrière Les Neiges Courchevel,42106113.0,"France, Auvergne-rhône-alpes, Courchevel, 422 Rue De Bellecôte, 73120",France,42.106113,,,
Côte Ouest Hôtel **** Thalasso & Spa MGallery Collection,41521305.0,"France, Pays De La Loire, Les Sables-d'olonne",France,41.521305,,,
Le Couvent Des Minimes Un Hôtel & Spa L'Occitane En Provence,40351691.0,"France, Provence-alpes-côte D'azur, Mane, Chemin Des Jeux De Maï Le Couvent Des Minimes, 04300",France,40.351691,,,
Popinns - Hôtels Résidences & Villages Vacances.,39766884.0,"France, Île-de-france, Paris",France,39.766884,,,
The Originals Human Hotels & Resorts,39352470.0,"France, Île-de-france, Paris",France,39.35247,,,
Atypio Hotel Experience,38389374.0,"France, Île-de-france, Paris, 33 Avenue De Wagram, 75017",France,38.389374,,,
Adonis Hôtels & Résidences,37427656.0,"France, Provence-alpes-côte D'azur, La Seyne-sur-mer",France,37.427656,,,
Les Maisons D'Arles,37427656.0,"France, Provence-alpes-côte D'azur, Arles",France,37.427656,,,
Princess Hotel And Casino Guyana,37130706.0,Guyana,Guyana,37.130706,,,
Hôtel Marinca ***** & Spa,36842848.0,"France, Corse Du Sud, Olmeto Propriano, 20113",France,36.842848,,,
Maisons Pariente,36258041.0,"France, Île-de-france, Paris",France,36.258041,,,
Les Iles Paul Ricard,36258041.0,"France, Provence-alpes-côte D'azur, Six-fours-les-plages, 83140",France,36.258041,,,
VINCI Immobilier Résidences Gérées,36258041.0,"France, Auvergne-rhône-alpes, Lyon",France,36.258041,,,
Mercure Chantilly,35872038.0,"France, Hauts-de-france, Vineuil-saint-firmin, 4 Route D'apremont, 60500",France,35.872038,,,
Les Fermes De Marie,35673234.0,France,France,35.673234,,,
LVMH HOTEL MANAGEMENT,35673234.0,"France, Île-de-france, Paris",France,35.673234,,,
La Toubana Hôtel & Spa *****,35365446.0,"Guadeloupe, Guadeloupe, Sainte-anne, 97180",Guadeloupe,35.365446,,,
ALL SUITES,35088427.0,"France, Nouvelle-aquitaine, Pau",France,35.088427,,,
AC Hotel Nice By Marriott,35088427.0,"France, Provence-alpes-côte D'azur, Nice",France,35.088427,,,
Assas Hotels,35088427.0,"France, Auvergne-rhône-alpes, Chamonix-mont-blanc",France,35.088427,,,
Pullman Cannes Mandelieu,35088427.0,"France, Provence-alpes-côte D'azur, Mandelieu-la-napoule, 605 Avenue Du Général De Gaulle, 06210",France,35.088427,,,
Pop In Hotel,34613370.0,"France, Occitanie, Montpellier, 34000",France,34.61337,,,
Le Mas Candille Hotel Spa & Restaurant.,34503620.0,"France, Provence-alpes-côte D'azur, Mougins",France,34.50362,,,
MER & GOLF APPART-HÔTEL,33354702.0,"France, Nouvelle-aquitaine, Bruges",France,33.354702,,,
PALM Hotel & Spa *****,32777731.0,"Réunion, Réunion, Petite-île, 43 Rue Des Mascarins, 97429",Réunion,32.777731,,,
Hcorpo By Gekko,32749199.0,"France, Île-de-france, Issy-les-moulineaux, 82 Rue Henri Farman, 92130",France,32.749199,,,
Waldorf Astoria Versailles - Trianon Palace,32749199.0,"France, Île-de-france, Versailles",France,32.749199,,,
LV RIVIERA SPA. Gestion De SPAS Hôteliers,32164391.0,"France, Provence-alpes-côte D'azur, Cannes",France,32.164391,,,
Maison Mère,31579584.0,"France, Île-de-france, Paris",France,31.579584,,,
Groupe PVG,30994777.0,"France, Haute-savoie, La, 23 Place Jean Prémat Bp 50, 74220",France,30.994777,,,
La Fantaisie,30994777.0,"France, Île-de-france, Paris",France,30.994777,,,
Hotel Lancaster - Paris Champs Elysées,30409970.0,"France, Île-de-france, Paris",France,30.40997,,,
Le Petit Nice Passedat,30208032.0,"France, Provence-alpes-côte D'azur, Marseille, 17 Rue Des Braves, 13007",France,30.208032,,,
LA MAISON BLANCHE,30208032.0,"France, Nouvelle-aquitaine, Limoges, 31 Avenue Saint-surin, 87000",France,30.208032,,,
La Mirande *****,29578698.0,"France, Provence-alpes-côte D'azur, Avignon, 4 Place De L'amirande, 84000",France,29.578698,,,
The Gate Collection,29327443.0,"France, Île-de-france, Paris, 51-57 Rue De Courcelles, 75008",France,29.327443,,,
Hôtel Le Pigonnet ***** - Esprit De France,29240356.0,"France, Provence-alpes-côte D'azur, Aix-en-provence, 5 Avenue Du Pigonnet, 13090",France,29.240356,,,
Hôtel Pont Royal,28655549.0,"France, Île-de-france, Paris, 5-7 Rue Montalembert, 75007",France,28.655549,,,
SBV,28655549.0,"France, Provence-alpes-côte D'azur, Six-fours-les-plages, 83140",France,28.655549,,,
SOGEHO,27690696.0,"France, Grand Est, Strasbourg, 104 Avenue Du Rhin, 67100",France,27.690696,,,
LUX* Saint Gilles,27602300.0,"Réunion, Réunion, Saint-paul, 28 Rue Du Lagon, 97434",Réunion,27.6023,,,
Hotel De Bourgtheroulde,27485934.0,France,France,27.485934,,,
LES BAINS PARIS,27061362.0,"France, Île-de-france, Paris, 7 Rue Du Bourg-l'abbé, 75003",France,27.061362,,,
369° Hôtels & Maisons,26901127.0,"France, Île-de-france, Paris, 14 Rue Cambacérès, 75008",France,26.901127,,,
Hôtel San Régis,26432028.0,"France, Île-de-france, Paris, 12 Rue Jean Goujon, 75008",France,26.432028,,,
PARK HOTEL GRENOBLE MGALLERY BY SOFITEL ****,26432028.0,"France, Auvergne-rhône-alpes, Grenoble, 10 Place Paul Mistral, 38000",France,26.432028,,,
LE YULE 5* HOTEL & SPA - Val D'Isère,26432028.0,"France, Val, Rue Du Front De Neige, 73150",France,26.432028,,,
Château D'Artigny & Spa,26316320.0,"France, Centre, Montbazon, 92 Rue De Monts, 37250",France,26.31632,,,
Alp'Azur Hotels,26316320.0,"France, Auvergne-rhône-alpes, Lyon",France,26.31632,,,
AICR International,26199422.0,"France, Île-de-france, Paris, 38 Rue Cambon, 75001",France,26.199422,,,
CLR HOTELS,25802694.0,"France, Nouvelle-aquitaine, Angoulins, 17690",France,25.802694,,,
Château L'Hospitalet Wine Resort Beach & Spa 5*,25802694.0,"France, Occitanie, Narbonne, Lieu Dit Hospitalet, 11100",France,25.802694,,,
Hotel Vernet,25802694.0,"France, Île-de-france, Paris, 25 Rue Vernet, 75008",France,25.802694,,,
Kimpton St Honoré Paris,25731513.0,"France, Île-de-france, Paris",France,25.731513,,,
EDGAR SUITES,25731513.0,"France, Île-de-france, Paris, 40 Rue De Liège, 75008",France,25.731513,,,
SUITCASE HOSPITALITY,25731513.0,"France, Brittany, Rennes, 3 Place De La Trinité, 35000",France,25.731513,,,
Garden & City - Appart'Hôtels,25731513.0,"France, Provence-alpes-côte D'azur, Marseille, 7 Rue D'italie, 13006",France,25.731513,,,
Le Coucou Méribel,25731513.0,"France, Savoie, Méribel Méribel-les-allues, 464 Route Du Belvédère, 73550",France,25.731513,,,
Hotel Casadelmar Porto-Vecchio,25173360.0,"France, Corsica, Porto-vecchio, Route De Palombaggia, 20137",France,25.17336,,,
Best Western Premier Grand Monarque Hôtel & Spa - Chartres,25173360.0,"France, Centre, Chartres, 22 Place Des Épars, 28000",France,25.17336,,,
Grandes Rousses Hotel & Spa,25146706.0,"France, Auvergne-rhône-alpes, Huez, 425 Route Du Signal, 38750",France,25.146706,,,
Hotel Marriott Riviera La Porte De Monaco,25146706.0,"France, Cap, Port De Cap D'ail, 06320",France,25.146706,,,
Grand Hôtel De Cabourg - MGallery*****,25118662.0,"France, Cabourg, 14390",France,25.118662,,,
Dolce By Wyndham Versailles,24561899.0,"France, Île-de-france, Jouy-en-josas",France,24.561899,,,
Hôtel Particulier Montmartre,24544026.0,"France, Île-de-france, Paris, 23 Avenue Junot Pavillon D, 75018",France,24.544026,,,
LE CLAIR DE LA PLUME,24544026.0,"France, Grignan, 2 Place Du Mail, 26230",France,24.544026,,,
South Pacific Management,24544026.0,"French Polynesia, Îles Du Vent, Papeete, 98713",French Polynesia,24.544026,,,
Adaptel Paris,23995191.0,"France, Île-de-france, Paris",France,23.995191,,,
H4 Hotel Wyndham,23977092.0,"France, Île-de-france, Paris, 5 Rue Pleyel, 93200",France,23.977092,,,
CERISE Hôtels & Résidences - EXHORE,23914692.0,"France, Île-de-france, Rueil-malmaison, 147 Avenue Paul Doumer, 92500",France,23.914692,,,
Le Barn Hôtel,23914692.0,"France, Île-de-france, Bonnelles, 78830",France,23.914692,,,
Terres De France,23914692.0,"France, Indre Et Loire, Saint Cyr Sur Loire, 42 Rue Calmette, 37540",France,23.914692,,,
Hôtel Les Dunes,23914692.0,"France, Pays De La Loire, La, 68 Avenue Maurice Samson, 85360",France,23.914692,,,
Hostellerie De La Pointe Saint Mathieu,23914692.0,"France, Brittany, Plougonvelin, 7 Place Saint-tanguy, 29217",France,23.914692,,,
Hôtels Le Blizzard***** Et La Mourra*****,23392285.0,"France, Val, 73150",France,23.392285,,,
Hôtel Aux Vieux Remparts,23285358.0,"France, Île-de-france, Provins, 3 Rue Couverte, 77160",France,23.285358,,,
Hôtel D'Angleterre ***,23285358.0,"France, Occitanie, Arreau, 24 Route De Luchon, 65240",France,23.285358,,,
Garrigae,23285358.0,"France, Provence-alpes-côte D'azur, Aix-en-provence, 380 Avenue Archimède Parc Cézanne 1 Bâtiment D Cs 60490, 13592",France,23.285358,,,
Château Hôtel Grand Barrail,22807477.0,"France, Saint-emilion, Route De Libourne, 33330",France,22.807477,,,
Hôtel Castelbrac,22807477.0,"France, Brittany, Dinard, 17 Avenue George V, 35800",France,22.807477,,,
Hostellerie Des Châteaux & Spa,22656024.0,"France, Alsace, Ottrott, 11 Rue Des Châteaux, 67530",France,22.656024,,,
Domaine & Demeure,22656024.0,"France, Herault, Boujan Sur Libron, 47 Boulevard Pasteur, 34760",France,22.656024,,,
H8 Collection,22656024.0,"France, Île-de-france, Paris, 162 Boulevard Haussmann, 75008",France,22.656024,,,
Hotel 3-14 Partouche Group,22426868.0,France,France,22.426868,,,
Cheneaudière - Hôtel Spa 5* - Relais & Châteaux,22222670.0,"France, Colroy La Roche, 67420",France,22.22267,,,
Èhôtels-Collection,22222670.0,"France, Auvergne-rhône-alpes, Lyon, 23 Rue Roger Radisson, 69005",France,22.22267,,,
NOMAD Hotels,22222670.0,"France, Brittany, Brest, 5 Rue Colbert, 29200",France,22.22267,,,
Domaine De Marlioz - Aix-les-Bains - Savoie,22026690.0,"France, Auvergne-rhône-alpes, Aix-les-bains, 111 Avenue De Marlioz, 73100",France,22.02669,,,
Alpina Eclectic Hotel Chamonix,22026690.0,"France, Auvergne-rhône-alpes, Chamonix-mont-blanc, 79 Avenue Du Mont-blanc, 74400",France,22.02669,,,
Les Maisons De Léa,21637863.0,"France, Normandy, Honfleur, 13 Place Sainte Catherine, 14600",France,21.637863,,,
Hôtel Le Cinq Codet,21637863.0,"France, Île-de-france, Paris, 5 Rue Louis Codet, 75007",France,21.637863,,,
La Bonne Etape,21397356.0,"France, Provence-alpes-côte D'azur, Château-arnoux-saint-auban, Chemin Du Lac, 04160",France,21.397356,,,
Escales,21397356.0,"France, Provence-alpes-côte D'azur, Cannes, 21 Boulevard Général Vautrin, 06400",France,21.397356,,,
Hotel Management Systems,21397356.0,"France, Provence-alpes-côte D'azur, Cannes, 10 Rue Edith Cavell, 06400",France,21.397356,,,
D‐EDGE CRM Formerly LoungeUp,21397356.0,"France, Île-de-france, Paris, 21 Rue De Rocroy, 75010",France,21.397356,,,
Le Narcisse Blanc Hôtel & Spa,21397356.0,"France, Île-de-france, Paris, 19 Boulevard De La Tour Maubourg, 75007",France,21.397356,,,
Pullman Toulouse Centre Ramblas,21397356.0,"France, Occitanie, Toulouse, 84 Allée Jean Jaurès, 31000",France,21.397356,,,
Lou Pinet,21397356.0,"France, Provence-alpes-côte D'azur, Saint-tropez, 70 Chemin Du Pinet, 83990",France,21.397356,,,
Best Mont-Blanc,21053056.0,"France, Auvergne-rhône-alpes, Chamonix-mont-blanc, 149 Allée Recteur Payot, 74400",France,21.053056,,,
Touriste,21053056.0,"France, Île-de-france, Paris",France,21.053056,,,
France Week-End,20768022.0,"France, Pays De La Loire, Le Mans, 7200",France,20.768022,,,
Hôtel & SPA Des Pêcheurs,20768022.0,"France, Bonifacio, Bonifacio, 20169",France,20.768022,,,
Accueil Partenaires,20768022.0,"France, Île-de-france, Paris, 31 Rue D'amsterdam, 75008",France,20.768022,,,
Quintessia Resort Hôtel**** I Spa I Restaurant I Séminaire I Coffrets Cadeaux,20768022.0,"France, Pays De La Loire, Orvault, 24 Chemin Des Marais Du Cens, 44700",France,20.768022,,,
Hôtel Don César,20768022.0,"France, Corsica, Porto-vecchio, Rue Du Commandant Quilici, 20137",France,20.768022,,,
LAbbaye De Villeneuve,20468249.0,"France, Les, Route Des Sables D'olonnes, 44840",France,20.468249,,,
Groupe Cité Hôtels,20468249.0,"France, Occitanie, Carcassonne, Place Auguste Pierre Pont Cité Médiévale, 11000",France,20.468249,,,
Renaissance Paris Arc De Triomphe,20468249.0,"France, Île-de-france, Paris, 39 Avenue De Wagram, 75017",France,20.468249,,,
7Hotel&Spa,20138688.0,"France, Grand Est, Strasbourg, 550 Boulevard Sebastien Brant, 67400",France,20.138688,,,
SoRoom-hotel.com - Day Use Website,20138688.0,"France, Île-de-france, Paris, 21 Rue De Fécamp, 75012",France,20.138688,,,
ALBORAN | Hotels & Hospitality,20138688.0,"France, Île-de-france, Paris, 175 Rue La Fayette, 75010",France,20.138688,,,
Food Hotel Tech,19989504.0,"France, Île-de-france, Paris",France,19.989504,,,
Château De Locguénolé Relais & Châteaux,19883442.0,"France, Brittany, Kervignac, Route De Port Louis, 56700",France,19.883442,,,
Château De Chapeau Cornu,19883442.0,"France, Vignieu, 312 Rue De La Garenne, 38890",France,19.883442,,,
GLP Hôtels,19839153.0,"New Caledonia, South Province, Nouméa",New Caledonia,19.839153,,,
Le Boutique Hotels Collection,19509354.0,"France, Aquitaine, Bordeaux, 33000",France,19.509354,,,
Hôtel Edouard7 By B.Signature Hotels & Resorts,19509354.0,"France, Île-de-france, Paris, 39 Avenue De L'opéra, 75002",France,19.509354,,,
Le Relais Du Moulin - Hôtel De Charme & Spa 4*,19509354.0,"Guadeloupe, Guadeloupe, Sainte-anne, 97180",Guadeloupe,19.509354,,,
Maison Tournier,19509354.0,"France, Savoie, Courchevel, Route De L'eglise, 73120",France,19.509354,,,
Mouratoglou Hotel & Resort,19298635.0,"France, Biot, 3550 Route Des Dolines, 06410",France,19.298635,,,
Ecrin Blanc Resort **** Courchevel,19298635.0,"France, Auvergne-rhône-alpes, Courchevel, 1380 Route Des Eaux Vives, 73120",France,19.298635,,,
Comet Meetings,19128724.0,"France, Île-de-france, Paris",France,19.128724,,,
L'Aquarium,18880020.0,"France, Hauts-de-france, Fresnes-lès-montauban, Route Départementale 950, 62490",France,18.88002,,,
Relais Christine,18880020.0,"France, Île-de-france, Paris, 3 Rue Christine, 75006",France,18.88002,,,
Hotel Balzac Paris,18880020.0,"France, Île-de-france, Paris, 6 Rue Balzac, 75008",France,18.88002,,,
Hôtel Rochechouart,18713828.0,"France, Île-de-france, Paris, 55 Boulevard De Rochechouart, 75009",France,18.713828,,,
Altica Groupe,18713828.0,France,France,18.713828,,,
Carlton Cannes,18713828.0,"France, Provence-alpes-côte D'azur, Cannes",France,18.713828,,,
Prévithal Thalasso Spa Marin Resort Granville,18713828.0,"France, Normandy, Donville-les-bains, Rue De L'ermitage, 50350",France,18.713828,,,
Fleur De Loire Hôtel 5*,18713828.0,"France, Centre, Blois",France,18.713828,,,
MGallery Domaine Reine Margot Paris-Issy 5* Hotel & Spa,18713828.0,"France, Île-de-france, Issy-les-moulineaux, 3 Cours De La Reine Margot, 92130",France,18.713828,,,
Alliance Pornic Hôtel Thalasso & Spa,18596507.0,"France, Pays De La Loire, Pornic",France,18.596507,,,
COSY HOTELS,18250686.0,"France, Nouvelle-aquitaine, La Rochelle, 13 Rue Sardinerie, 17000",France,18.250686,,,
Off Paris Seine,18250686.0,"France, Île-de-france, Paris, 86 Quai D'austerlitz, 75013",France,18.250686,,,
Hôtel D'Europe,18250686.0,"France, Provence-alpes-côte D'azur, Avignon, 12 Place Crillon, 84000",France,18.250686,,,
Le Parc Hôtel Obernai & Yonaguni Spa,18129020.0,"France, Grand Est, Obernai, 169 Route D'ottrott, 67210",France,18.12902,,,
Starhotels Castille Paris *****,18129020.0,"France, Île-de-france, Paris, 33-37 Rue Cambon, 75001",France,18.12902,,,
Hôtels Mona Collection,18129020.0,"France, &, Chassieu, 82 Route De Lyon, 69680",France,18.12902,,,
La Côte Saint-Jacques & Spa *****,18129020.0,"France, Bourgogne-franche-comté, Joigny, 14 Faubourg De Paris, 89300",France,18.12902,,,
MOB HOUSE PARIS,17621352.0,"France, Saint Ouen, 70 Rue Des Rosiers",France,17.621352,,,
Château La Chenevière,17621352.0,"France, Normandy, Commes Port En Bessin, Escures, 14520",France,17.621352,,,
Hôtel Le Maquis,17621352.0,"France, Corse-du-sud, Porticcio, Hameaux Du Soleil, 20166",France,17.621352,,,
MiHotel,17621352.0,"France, Auvergne-rhône-alpes, Lyon, 29 Place Bellecour, 69002",France,17.621352,,,
ROYAL ANTIBES ****,17621352.0,"France, Provence-alpes-côte D'azur, Antibes, 16 Boulevard Maréchal Leclerc, 06600",France,17.621352,,,
Hôtel Montalembert By B Signature Hôtels & Resorts,17544213.0,"France, Île-de-france, Paris, 3 Rue De Montalembert, 75007",France,17.544213,,,
Château Belmont The Crest Collection Tours,17544213.0,"France, Centre, Tours, 57 Rue Groison, 37000",France,17.544213,,,
Buddha-Bar Hotel Paris,17544213.0,"France, Île-de-france, Paris, 75008",France,17.544213,,,
Negrecoste Hôtel & Spa NUXE,17544213.0,"France, Provence-alpes-côte D'azur, Aix-en-provence, 33 Cours Mirabeau, 13100",France,17.544213,,,
Le Roch Hôtel & Spa,17486000.0,"France, Île-de-france, Paris, 28 Rue Saint-roch, 75001",France,17.486,,,
Hôtel Dame Des Arts,17221627.0,"France, Île-de-france, Paris, 4 Rue Danton, 75006",France,17.221627,,,
La Pagerie **** Tropical Garden Hotel,16992018.0,"Martinique, Les, Pointe Du Bout Trois Ilets, 97229",Martinique,16.992018,,,
Pépite,16992018.0,"France, Île-de-france, Paris, 75006",France,16.992018,,,
HOTEL DE MILAN,16992018.0,France,France,16.992018,,,
Groupe Noemys,16965135.0,"France, Provence-alpes-côte D'azur, Aix-en-provence, 380 Avenue Archimède Parc Cézanne 1 Bâtiment D Cs 60490, cedex 3",France,16.965135,,,
Fahrenheit Seven,16959406.0,"France, Auvergne-rhône-alpes, Albertville, 2 Place Léontine Vibert, 73200",France,16.959406,,,
Hôtel Saint James Albany,16959406.0,"France, Île-de-france, Paris, 202 Rue De Rivoli, 75001",France,16.959406,,,
Impérial Palace Annecy,16747404.0,"France, Auvergne-rhône-alpes, Annecy",France,16.747404,,,
CHATEAU DE LA CHEVRE D'OR*****,16698315.0,"France, Eze Village, Chevre D Or Rue Du Barri, 06360",France,16.698315,,,
Le K2 Collections,16628247.0,"France, Courchevel, 238 Rue Des Clarines, 73120",France,16.628247,,,
Reaumur Lodging,16628247.0,"France, Nouvelle-aquitaine, Bordeaux, 9 Rue Sicard, 33000",France,16.628247,,,
Tiara Miramar Beach Resort,16628247.0,"France, Théoule-sur-mer, 06590",France,16.628247,,,
Maison ELLE Paris,16628247.0,"France, Île-de-france, Paris, 14 Rue Brey, 75017",France,16.628247,,,
TOO Hôtel Paris - MGallery Collection,16550291.0,"France, Île-de-france, Paris",France,16.550291,,,
Novotel Tour Eiffel,16435576.0,"France, Île-de-france, Paris",France,16.435576,,,
